host_ts,source,temp_c,hum_rh,seq,cmd,crc_ok,port
1774839779.146,sim,25.05,48.90,,,,COM4
1774839779.227,frame,25.04,48.89,163,1,1,COM4
1774839779.314,sim,25.20,49.20,,,,COM4
1774839779.396,frame,25.19,49.19,164,1,1,COM4
1774839779.476,sim,25.35,49.50,,,,COM4
1774839779.552,frame,25.34,49.49,165,1,1,COM4
1774839779.685,sim,25.50,49.80,,,,COM4
1774839779.767,frame,25.49,49.79,166,1,1,COM4
1774839780.188,sim,25.65,50.10,,,,COM4
1774839780.265,frame,25.64,50.09,167,1,1,COM4
1774839780.690,sim,25.80,50.40,,,,COM4
1774839780.766,frame,25.79,50.39,168,1,1,COM4
1774839781.192,sim,25.95,50.70,,,,COM4
1774839781.268,frame,25.94,50.69,169,1,1,COM4
1774839781.695,sim,26.10,51.00,,,,COM4
1774839781.769,frame,26.09,50.99,170,1,1,COM4
1774839782.198,sim,26.25,51.30,,,,COM4
1774839782.275,frame,26.24,51.29,171,1,1,COM4
1774839782.700,sim,26.40,51.60,,,,COM4
1774839782.779,frame,26.39,51.59,172,1,1,COM4
1774839783.202,sim,26.55,51.90,,,,COM4
1774839783.279,frame,26.54,51.89,173,1,1,COM4
1774839783.704,sim,26.70,52.20,,,,COM4
1774839783.779,frame,26.69,52.19,174,1,1,COM4
1774839784.207,sim,26.85,52.50,,,,COM4
1774839784.281,frame,26.84,52.49,175,1,1,COM4
1774839784.709,sim,27.00,52.80,,,,COM4
1774839784.783,frame,26.99,52.79,176,1,1,COM4
1774839785.211,sim,27.15,53.10,,,,COM4
1774839785.286,frame,27.14,53.09,177,1,1,COM4
1774839785.714,sim,27.30,53.40,,,,COM4
1774839785.787,frame,27.29,53.39,178,1,1,COM4
1774839786.216,sim,27.45,53.70,,,,COM4
1774839786.293,frame,27.44,53.69,179,1,1,COM4
1774839786.719,sim,27.60,54.00,,,,COM4
1774839786.796,frame,27.59,53.99,180,1,1,COM4
1774839787.221,sim,27.75,54.30,,,,COM4
1774839787.296,frame,27.74,54.29,181,1,1,COM4
1774839787.724,sim,27.90,54.60,,,,COM4
1774839787.797,frame,27.89,54.59,182,1,1,COM4
1774839788.227,sim,28.05,54.90,,,,COM4
1774839788.301,frame,28.04,54.89,183,1,1,COM4
1774839788.728,sim,28.20,55.20,,,,COM4
1774839788.802,frame,28.19,55.19,184,1,1,COM4
1774839789.231,sim,28.35,55.50,,,,COM4
1774839789.306,frame,28.34,55.49,185,1,1,COM4
1774839789.734,sim,28.50,55.80,,,,COM4
1774839789.812,frame,28.49,55.79,186,1,1,COM4
1774839790.236,sim,28.65,56.10,,,,COM4
1774839790.314,frame,28.64,56.09,187,1,1,COM4
1774839790.738,sim,28.80,56.40,,,,COM4
1774839790.812,frame,28.79,56.39,188,1,1,COM4
1774839792.770,sim,28.95,56.70,,,,COM4
1774839792.847,frame,28.94,56.69,189,1,1,COM4
1774839792.922,sim,29.10,57.00,,,,COM4
1774839792.998,frame,29.09,56.99,190,1,1,COM4
1774839793.077,sim,29.25,57.30,,,,COM4
1774839793.156,frame,29.24,57.29,191,1,1,COM4
1774839793.234,sim,29.40,57.60,,,,COM4
1774839793.314,frame,29.39,57.59,192,1,1,COM4
1774839793.390,sim,29.55,57.90,,,,COM4
1774839793.466,frame,29.54,57.89,193,1,1,COM4
1774839794.399,sim,29.70,58.20,,,,COM4
1774839794.476,frame,29.69,58.19,194,1,1,COM4
1774839794.551,sim,29.85,58.50,,,,COM4
1774839794.626,frame,29.84,58.49,195,1,1,COM4
1774839794.755,sim,30.00,58.80,,,,COM4
1774839794.833,frame,29.99,58.79,196,1,1,COM4
1774839795.258,sim,24.00,59.10,,,,COM4
1774839795.334,frame,24.00,59.09,197,1,1,COM4
1774839795.760,sim,24.15,59.40,,,,COM4
1774839795.838,frame,24.15,59.39,198,1,1,COM4
1774839796.262,sim,24.30,59.70,,,,COM4
1774839796.338,frame,24.30,59.69,199,1,1,COM4
1774839796.765,sim,24.45,60.00,,,,COM4
1774839796.841,frame,24.45,59.99,200,1,1,COM4
1774839797.267,sim,24.60,60.30,,,,COM4
1774839797.344,frame,24.59,60.29,201,1,1,COM4
1774839797.769,sim,24.75,60.60,,,,COM4
1774839797.844,frame,24.74,60.59,202,1,1,COM4
1774839798.272,sim,24.90,60.90,,,,COM4
1774839798.347,frame,24.89,60.89,203,1,1,COM4
1774839798.774,sim,25.05,61.20,,,,COM4
1774839798.851,frame,25.04,61.19,204,1,1,COM4
1774839799.277,sim,25.20,61.50,,,,COM4
1774839799.351,frame,25.19,61.49,205,1,1,COM4
1774839799.779,sim,25.35,61.80,,,,COM4
1774839799.853,frame,25.34,61.79,206,1,1,COM4
1774839800.281,sim,25.50,62.10,,,,COM4
1774839800.354,frame,25.49,62.09,207,1,1,COM4
1774839800.784,sim,25.65,62.40,,,,COM4
1774839800.855,frame,25.64,62.39,208,1,1,COM4
1774839801.286,sim,25.80,62.70,,,,COM4
1774839801.359,frame,25.79,62.69,209,1,1,COM4
1774839801.789,sim,25.95,63.00,,,,COM4
1774839801.861,frame,25.94,62.99,210,1,1,COM4
1774839802.290,sim,26.10,63.30,,,,COM4
1774839802.365,frame,26.09,63.29,211,1,1,COM4
1774839802.793,sim,26.25,63.60,,,,COM4
1774839802.865,frame,26.24,63.59,212,1,1,COM4
1774839803.295,sim,26.40,63.90,,,,COM4
1774839803.368,frame,26.39,63.89,213,1,1,COM4
1774839803.797,sim,26.55,64.20,,,,COM4
1774839803.869,frame,26.54,64.19,214,1,1,COM4
1774839804.300,sim,26.70,64.50,,,,COM4
1774839804.374,frame,26.69,64.49,215,1,1,COM4
1774839804.801,sim,26.85,64.80,,,,COM4
1774839804.874,frame,26.84,64.79,216,1,1,COM4
1774839805.303,sim,27.00,65.10,,,,COM4
1774839805.375,frame,26.99,65.09,217,1,1,COM4
1774839805.806,sim,27.15,65.40,,,,COM4
1774839805.876,frame,27.14,65.39,218,1,1,COM4
1774839806.308,sim,27.30,65.70,,,,COM4
1774839806.380,frame,27.29,65.69,219,1,1,COM4
1774839806.811,sim,27.45,66.00,,,,COM4
1774839806.886,frame,27.44,65.99,220,1,1,COM4
1774839807.313,sim,27.60,66.30,,,,COM4
1774839807.387,frame,27.59,66.29,221,1,1,COM4
1774839807.816,sim,27.75,66.60,,,,COM4
1774839807.888,frame,27.74,66.59,222,1,1,COM4
1774839808.318,sim,27.90,66.90,,,,COM4
1774839808.391,frame,27.89,66.89,223,1,1,COM4
1774839808.820,sim,28.05,67.20,,,,COM4
1774839808.893,frame,28.04,67.19,224,1,1,COM4
1774839809.323,sim,28.20,67.50,,,,COM4
1774839809.395,frame,28.19,67.49,225,1,1,COM4
1774839809.825,sim,28.35,67.80,,,,COM4
1774839809.899,frame,28.34,67.79,226,1,1,COM4
1774839810.327,sim,28.50,68.10,,,,COM4
1774839810.400,frame,28.49,68.09,227,1,1,COM4
1774839810.830,sim,28.65,68.40,,,,COM4
1774839810.904,frame,28.64,68.39,228,1,1,COM4
1774839811.332,sim,28.80,68.70,,,,COM4
1774839811.406,frame,28.79,68.69,229,1,1,COM4
1774839811.834,sim,28.95,69.00,,,,COM4
1774839811.908,frame,28.94,69.00,230,1,1,COM4
1774839812.336,sim,29.10,69.30,,,,COM4
1774839812.411,frame,29.09,69.30,231,1,1,COM4
1774839812.838,sim,29.25,69.60,,,,COM4
1774839812.913,frame,29.24,69.60,232,1,1,COM4
1774839813.340,sim,29.40,69.90,,,,COM4
1774839813.414,frame,29.39,69.90,233,1,1,COM4
1774839813.842,sim,29.55,45.00,,,,COM4
1774839813.915,frame,29.54,45.00,234,1,1,COM4
1774839814.344,sim,29.70,45.30,,,,COM4
1774839814.418,frame,29.69,45.30,235,1,1,COM4
1774839814.846,sim,29.85,45.60,,,,COM4
1774839814.920,frame,29.84,45.60,236,1,1,COM4
1774839815.348,sim,30.00,45.90,,,,COM4
1774839815.424,frame,29.99,45.90,237,1,1,COM4
1774839815.850,sim,24.00,46.20,,,,COM4
1774839815.924,frame,24.00,46.19,238,1,1,COM4
1774839816.352,sim,24.15,46.50,,,,COM4
1774839816.432,frame,24.15,46.49,239,1,1,COM4
1774839816.854,sim,24.30,46.80,,,,COM4
1774839816.929,frame,24.30,46.79,240,1,1,COM4
1774839817.356,sim,24.45,47.10,,,,COM4
1774839817.430,frame,24.45,47.09,241,1,1,COM4
1774839817.858,sim,24.60,47.40,,,,COM4
1774839817.934,frame,24.59,47.39,242,1,1,COM4
1774839818.360,sim,24.75,47.70,,,,COM4
1774839818.435,frame,24.74,47.69,243,1,1,COM4
1774839818.862,sim,24.90,48.00,,,,COM4
1774839818.938,frame,24.89,47.99,244,1,1,COM4
1774839819.364,sim,25.05,48.30,,,,COM4
1774839819.439,frame,25.04,48.29,245,1,1,COM4
